ID,PARENT_PRODUCT_ID,PRIMARY_ITEM_NUMBER,ALTERNATE_ITEM_NUMBERS,OPTION1_NAME,OPTION2_NAME,OPTION3_NAME,OPTION1_VALUE,OPTION2_VALUE,OPTION3_VALUE,PRODUCT_NAME,PRODUCT_DESCRIPTION,SORT_ORDER,IMAGE_URL,ADDITIONAL_IMAGE_URLS,WEBSITE_CATEGORY,METRIC_VERSION,IMPERIAL_VERSION,UOM,VENDOR_NAME,WARNING_BADGES,PRODUCT_BADGE,MINIMUM_ORDER_QUANTITTY,FEATURES,DOCUMENTS,ATTTRIBUTE_NAMES,ATTRIBUTE_VALUES,PACKAGE_DISPLAY,STATUS,ISTAXABLE,TAXCODE,MINIMUM_ORDER_INCREMENT
100000007945046,,661.09.018,F62265,,,,,,,#18 Cobalt Nas 907-J Jobber Length Drill 135-Degree Split Point,<p>Cobalt NAS 907-J jobbers length drills are designed to have 30% higher speed.</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT8965DFB4013042F699DBD9420FB975CC/native/661_09_12.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTF223F6A4A73D4FBFADC77D72869BFC3B/native/661_09_12_A.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,Cutting Tools>Drills>Jobber Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,|||Gold|||Cobalt|#18||135-Degree Split,,Active,,,
100000007941975,,661.008.332,F61930,,,,,,,3/32 Inch 135 Degree Split Point Black Hss Heavy Duty Jobber Length Drill Bit,<p>Heavy-duty fractional drill bits are recommended to be used on medium hardness metal drilling surfaces.</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTE4B976750D3C4A67AD1DD9A6436E549E/native/661_008_12.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTDE51877098E7431FBE4D126C21AD2148/native/661_008_12_A.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,Cutting Tools>Drills>Jobber Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,|||Black|||High Speed Steel|3/32 Inch||135-Degree Split,,Active,,,
100000007942549,,661.010.1364,F63048,,,,,,,13/64 Jobber Thunderbit 135 Degree High Speed Steel Drill Bit,Triumph Twist Drill products are the tools used in the most demanding repair and maintenance applications.,,,,Cutting Tools>Drills>Jobber Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,|||Black & Bronze|3-5/8 Inch||High Speed Steel|||135-Degree Split,,Active,,,
100000007948120,,661.32.3166,F61452,,,,,,,3/16 Inch x 6 Inch Square Flute Carbide Tip Sds Plus® Drill Bit,"<p>SDS shank masonry drill bits are for use with industrial rotary hammer drills with SDS chucks. the new wide fluting design flows the dust out of the hole faster, reducing friction and adding life to the carbide cutting.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT5E1A6661C4E346E3B8E5804932491A64/native/661323164.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Cutting Tools>Drills>Masonry Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,|||Black|6 Inch||Carbide Tipped|3/16 inch||,,Active,,,
100000007938902,,659.1,F6774,,,,,,,#1 Diameter 118-Degree General Purpose Number Drill Bit Bright Finish,"<p>This general purpose drill is designed for drilling under a variety of drilling conditions. It is created to perform in low and medium carbon steels, cast iron and wood surfaces.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT4214080EA3EA484C9F3809AEBDFA96C3/native/6591.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Cutting Tools>Drills>Number Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,|||Bright|3-7/8 Inch||High Speed Steel|||118-Degree Split,,Active,,,
100000007939290,,659.7.0,F6796,,,,,,,#7 Diameter 118-Degree General Purpose Number Drill Bit Bright Finish,"<p>This general purpose drill is designed for drilling under a variety of drilling conditions. It is created to perform in low and medium carbon steels, cast iron and wood surfaces.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT4214080EA3EA484C9F3809AEBDFA96C3/native/6591.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Cutting Tools>Drills>Number Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,|||Bright|3-5/8 Inch||High Speed Steel|#7||118-Degree Split,,Active,,,
100000007939479,,660.02.9346,F6156,,,,,,,9 Inch x 3/4 Inch 6 Tpi Bi-Metal Reciprocating Saw Blade,<p>The Alfa reciprocating blades are 8% cobalt cutting edge welded to a high strength steel backer for greater wear resistance and longer life.</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT0C54BE889FA74FED92CDCEE654872D90/native/660026346.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Cutting Tools>Saw Blades & Cutters>Reciprocating Saw Blades,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,||6 TPI||9 Inch||||.050 Inch|,,Active,,,
100000007944286,,661.04.716,F61703,,,,,,,7/16 Inch x 4-1/2 Inch 135 Degree Split Point Gold High Molybdenum Tool Steel Mechanics Length Drill - Shop Pro.,"<p>Shop Pro mechanic length drills are manufactured from a special high molybdenum tool steel, which improves the drills lubricity.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT1BE99C65BA4D46F9BCC8AB76B8D40056/native/66104116.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Cutting Tools>Drills>Mechanics Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,|ShopPro||Gold|||High Moly Steel|7/16 Inch||135-Degree Split,,Active,,,
100000007950630,,661.84.564,F62825,,,,,,,5/64 Inch Wolverine 135-Degree Split Point Jobber Length Drill Gold Finish Hi-Moly Tool Steel,<p>Wolverine cutting tools are manufactured from a premium grade molybdenum high speed steel.</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT6DAB92BD1E904D408FD62A8882E53CB9/native/66184.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Cutting Tools>Drills>Jobber Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,|Wolverine||Black & Bronze|||High Moly Steel|5/64 inch||140-Degree Split,,Active,,,
100000007942172,,661.005.316,F64144,,,,,,,3/16 Inch Cobalt Mechanics Length Left Hand Drill Bit,<li>Cobalt Steel Material - Capable of drilling hardened materials.</li><li>Excellent Heat Wear Resistance. Longer tool life than HSS</li><li>135&deg; Split Point - Self-centering split point reduces walking and will engage the fastener more easily</li><li>Bronze Surface Treatment &ndash; For Maximum Lubricity. Adds a protective layer to the drill for longer tool life</li><li>3-Flat Shank &ndash; Reduces slippage in the drill chuck for easier operation. Sizes 3/16&rdquo; and above.</li><li><strong>Made in USA</strong></li>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT1587DAC29B064D1EB440CD6B79537B21/native/661_005_14.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Cutting Tools>Drills>Left Hand Drills,,,EA,,,,,,,Arbor Size|Brand|Teeth Per Inch|Finish|Length|Wire Diameter|Material|Diameter|Thickness|Point Type,||||2-3/16 Inch||Cobalt|3/16 inch||,,Active,,,
100000008036458,,767.02.0750,F25533,,,,,,,3/4 Inch Diameter Black Split Wrap Braided Sleeving - 50 Foot Roll,"<p>A lateral split, semi-rigid and flame retardant braided sleeving configuration used when ease of installation and repeat access to wire bundle is required. the lateral split allows the sleeving to open and accommodate a variety of bundling requirements. the 25% edge overlap rolls back over connectors and splices without exposing the bundled wires.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTE41326F2B22D4A32B16222595A17AE58/native/767_02_0250.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT78412AB6B14E474A940B53229637C755/native/767_02_0250_A.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,Electrical>Wire & Wire Management>Conduit & Loom,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,||||||||3/4 Inch|||||50 Feet,,Active,,,
100000007915473,,881.40.6,F22378,,,,,,,8.875 Inch x .140 Inch Self Locking Wire Tie 40 Lb White - Pack of 100,"<p>HellermannTytons stainless steel ties are designed with a ball bearing locking mechanism to assure high tensile strength and easy insertion when securing hoses, cables, pipes and more. Available in 304 or 316 grades of stainless steel, providing protection when used in corrosive environments, fire resistance and temperature extremes.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT3F14F81F4F034B10B63BAE606E713E5D/native/881_8995.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Electrical>Wire & Wire Management>Wire Ties,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,|White||||||||||||8.875 Inch,,Active,,,
100000007933717,,557.1592,F22159,,,,,,,4 Awg 5/16 Inch Stud Bare Copper Heavy Duty Correct Connect™ Seamless Starter Lug,"<p>The Seamless Copper Starter Lug is the latest addition to the Correct Connect line of products. this unique design utilizes new C2 technology that combines pure copper construction with a seamless pad to provide the ultimate performance in strength, conductivity and corrosion resistance.the innovative design is available in un-plated and tin plated options and features a flared and chamfered barrel to facilitate cable insertion.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTCB4BAC935C344E2B81606F7BE6C45705/native/5571601.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Electrical>Automotive & Fleet>Battery Cable Lugs,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,|||4 AWG|||Copper|||||||,,Active,,,
100000007915471,,881.8.9012,F24056,,,,,,,14-1/2 Inch x .18 Inch Cable Tie Pack of 100,,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT2034ABBDB8844759A2AB76C4F4B0EF02/native/881_8_9034.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTA0D50AB843B14848B7E71E336F80F07C/native/881_8_9034_A.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,Electrical>Wire & Wire Management>Wire Ties,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,|Black|||||Nylon|.18 Inch|||Wire & Tubing||Cable Tie|14-1/2 Inch,,Active,,,
100000007915280,,881.01.8986,F23945,,,,,,,4 Inch 18 Lb Premium Wire Tie Black,"<p>HellermannTyton standard cable ties feature inside serrations providing a positive hold onto wire and cable bundles. the head design guarantees high tensile strength, as well as a low insertion force. the bent tail design allows quick and simple installations by hand. For high volume applications, tensioning tools are availableto ensure consistent and safe installation.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT27B7929F31274B8A9174C4389D14224F/native/881_01_8986.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Electrical>Wire & Wire Management>Wire Ties,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,|||||||||||||4 Inch,,Active,,,
100000008033004,,773.10.12,F21852,,,,,,,12 Awg General Purpose Primary Wire 100 Foot Roll Purple,"<p>General-purpose thermoplastic insulated wire ideal for automotive, truck, trailers, boats and other point-to-point, low voltage wiring applications. Its jacket surface is smooth enough to easily go through looms or conduit yet tough enough to resist grease, oil and acid. Meeting the standard for O.E or replacement applications, this single conductor copper wire is the ideal solution for dependable general purpose need.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTCD8142B1DFBA4517A36B031C2E2F1F75/native/7731014.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Electrical>Wire & Wire Management>Electrical Wire,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,|Purple||||||||||||100 Feet,,Active,,,
100000007934869,,567.10.638,F25566,,,,,,,6 Gauge Nylon Insulated Ring Terminal Blue 3/8 Inch Stud,"<p>Nylon insulated terminals feature a semi-translucent insulation that makes it easier to visually inspect your connection. Additionally, nylon insulated terminals can be double-crimped on the wire and the insulation, providing a stronger connection. Nylon is a more flexible insulation material and less prone to cracking than Vinyl (PVC). Nylon insulation is also more chemical resistant than vinyl. Nylon terminals DO NOT offer a sealed connection like heat seal terminals.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT3785A28AE8274BBB84519C33E7552A6B/native/567_10_638.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,"https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT43E53BB906B24D89963E0005A8FA2B14/native/567_10_638_b.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT9CB92639454C49C194A911D53332CAF6/native/567_10_638_c.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTC7602207F0354C3BB208477CAC62E5D4/native/567_10_638_a.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf",Electrical>Terminals>Nylon Insulated,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,|Blue||6 AWG||||||||||,,Active,,,
100000007931028,,553.0406,F23523,,,,,,,4 Cavity Seal Deutsch Connector Dt Series,"<p>DEUTSCH DT series connectors offer field proven reliability and rugged quality. the DT design strengths include optional flange mounting, multi-pin arrangements, and design flexibility. the DT series offers the designer the ability to use multiple size 16 contacts, each with 13 amp continuous capacity, within a single shell.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT6E62D4D808ED454B9A4C3819FD02BC9F/native/5530406.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Electrical>Automotive & Fleet>Deutsch Connectors,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,||||||Silicone Rubber|||||||,,Active,,,
100000008035306,,773.03.18,WGP00850|F21974,,,,,,,18 Awg General Purpose Primary Wire 100 Foot Roll Black,"<p>General Purpose thermoplastic insulated wire ideal for automotive, truck, trailers, boats and other point-point, low voltage wiring applications. Its jacket material is smooth enough to easily go through loom on conduit yet tough enough to risist grease, oil and acid. Meeting the standard for O.E or replacement applications, this single conductor copper wire is the ideal solution for dependable general purpose needs.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT4095031E77DE4256921CEEC211F8B0F0/native/7730318.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Electrical>Wire & Wire Management>Electrical Wire,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,|||18 AWG||||||||||100 Feet,,Active,,,
100000007929684,,548.50.60,F2278,,,,,,,6 Gauge Butt Connector Fully Insulated Pvc Blue,"<p>This PVC large gauge is designed with color coded insulation, which protects the contact point within.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTE6B4064DEE9340ADABF09D52E8E0D009/native/5485060.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Electrical>Terminals>PVC Insulated,,,EA,,,,,,,Amps|Color|Conductors|Gauge|Style|Inside Diameter|Material|Wire Diameter|Diameter|Electrical Size|Application|Brand|Connection Type|Length,|Blue||6 AWG||||||||||,,Active,,,
100000007931797,,013.14.312,F110435,,,,,,,1/4-20 x 3-1/2 Inch Coarse Plain 18-8 (A2) Stainless Steel #3 Phillips Drive Pan Head Machine Screw,<p>Pan head design is slightly rounded with minimal vertical sides. Square drive is designed to reduce the risk of stripping and allow single-handed installation. Additionally reduces the ability to tamper with the fastener once installed.</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT6DC75DEFE95C4CE081B2B5A24D02D993/native/013_1024_1.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Fasteners>Screws>Machine Screws,,,EA,,,,,,,Diameter|Drive Type|Finish|Flange|Grade|Head Style|Height|Industry Number|Inside Diameter|Length|Material|Measurement|Origin|Outside Diameter|Point Type|Retainer Type|Spring Type|Thickness|Thread Size|Thread Type|Washer Type|Wire Diameter|Fasteners Size,|Phillips|Plain|||Pan||||3-1/2 Inch||Inch|IMPORT|||||||Coarse|||,,Active,,,
100000007935060,,030.8.1,C2157-1|C488-1|F116542,,,,,,,#8-32 x 1 Inch Coarse Zinc Plated Steel Slotted Drive Round Head Machine Screw,<p>These screws join metal objects together through existing tapped holes and are typically used in high-volume automotive or machinery assembly and repair because of their uniformity. They are smaller than most screws. Machine screws are identified by threading that remains the same size from the top of the screw to the bottom</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT19018AC824D346B5A1D60EA69E07BB2E/native/030_12_112.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,"https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTB1DD866D4C4D4119BD5A85AF6B1AFCBB/native/030_12_112_B.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTF9181F66424E42F2B2D111268411A11B/native/030_12_112_A.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf",Fasteners>Screws>Machine Screws,,,EA,,,,,,,Diameter|Drive Type|Finish|Flange|Grade|Head Style|Height|Industry Number|Inside Diameter|Length|Material|Measurement|Origin|Outside Diameter|Point Type|Retainer Type|Spring Type|Thickness|Thread Size|Thread Type|Washer Type|Wire Diameter|Fasteners Size,#8|Slotted|Zinc|||Round||||1 Inch|Steel|Inch|IMPORT|||||||Coarse|||,,Active,,,
100000007916624,,471.1.716.3,F131782,,,,,,,7/16 Inch x 3 Inch Extended Prong Cotter Pin Zinc Plated Steel,<p>Cotter pins are wire formed pins with two prongs that separate during installation. They are used as a locking device to hold pins or castle nuts in place. These low-cost and highly versatile fasteners are used virtually everywhere.</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT6ECF1C8CDA2442A88A27C582EC0D40BC/native/471_1_14_412.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Fasteners>Pins>Cotter Pins,,,EA,,,,,,,Diameter|Drive Type|Finish|Flange|Grade|Head Style|Height|Industry Number|Inside Diameter|Length|Material|Measurement|Origin|Outside Diameter|Point Type|Retainer Type|Spring Type|Thickness|Thread Size|Thread Type|Washer Type|Wire Diameter|Fasteners Size,7/16 Inch||Zinc|||||||3 Inch|Steel|Inch|||Extended Prong|Cotter Pin|||||||,,Active,,,
100000007978847,,126.1420.114,0064315-00|0064534-00|F16933,,,,,,,1/4-20 x 1-1/4 Inch Coarse Plain 18-8 (A2) Stainless Steel Flat Head Socket Cap Screw,<p>These machine screws have deeply sunk heads with flat top surfaces for fastening flatly against sides of metal joints and equipment. These screws sit flush against the surface of panels and electrical components for a finished look.</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT2D07CAB9B69B4A8FA96B98B56A5192C7/native/126_1420_1.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,"https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT9F730B355F0D4ACEBB5C422957F1B81B/native/126_1420_1_B.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTD45ACF3C983844F2B2AB6B3413D32650/native/126_1420_1_A.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf",Fasteners>Sockets>Flat Head,,,EA,,,,,,,Diameter|Drive Type|Finish|Flange|Grade|Head Style|Height|Industry Number|Inside Diameter|Length|Material|Measurement|Origin|Outside Diameter|Point Type|Retainer Type|Spring Type|Thickness|Thread Size|Thread Type|Washer Type|Wire Diameter|Fasteners Size,1/4 Inch|Internal Hex||||Flat||||1-1/4 Inch|18-8 Stainless Steel|Inch||||||||Coarse|||,,Active,,,
100000007960411,,090.14.234,F11803,,,,,,,1/4-28 x 2-3/4 Inch Fine Black Oxide Heat-Treated Alloy Steel Socket Cap Screw,"<p>Socket head cap screws are commonly used in machine assembly for removable panels and parts. They have a round cap with a hex head and are tightened with a socket wrench drive. Longer caps are easier to see when fastened, while button and flat head caps are less likely to snag clothing or linkages. Cap screws with a black oxide or armor coat finish resist corrosion.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT98BE2756B05E4261AD29CFCAE4D3BD7C/native/090_12_112.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,"https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT9E41664DE30043288843751C5382DE73/native/090_12_112_A.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTB7615F3B0D684A649D2EFFBAD6246E15/native/090_12_112_B.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf",Fasteners>Sockets>Socket Cap Screws,,,EA,,,,,,,Diameter|Drive Type|Finish|Flange|Grade|Head Style|Height|Industry Number|Inside Diameter|Length|Material|Measurement|Origin|Outside Diameter|Point Type|Retainer Type|Spring Type|Thickness|Thread Size|Thread Type|Washer Type|Wire Diameter|Fasteners Size,|Internal Hex|Black Oxide|||Socket||||2-3/4 Inch||Inch|IMPORT|||||||Fine|||,,Active,,,
100000007935827,,036.12.12,F111840,,,,,,,#12-24 x 1/2 Inch Coarse Plain 18-8 (A2) Stainless Steel Slotted Drive Round Head Machine Screw,<p>These screws join metal objects together through existing tapped holes and are typically used in high-volume automotive or machinery assembly and repair because of their uniformity. They are smaller than most screws. Machine screws are identified by threading that remains the same size from the top of the screw to the bottom</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT156C8679BB5346C1A46C90606E44317C/native/036_14_112.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,"https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT80D0686E3F49405C84531AB67EFE8488/native/036_14_112_B.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTFB6E79A499D045BFB9D6EE369E1BBCD3/native/036_14_112_A.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf",Fasteners>Screws>Machine Screws,,,EA,,,,,,,Diameter|Drive Type|Finish|Flange|Grade|Head Style|Height|Industry Number|Inside Diameter|Length|Material|Measurement|Origin|Outside Diameter|Point Type|Retainer Type|Spring Type|Thickness|Thread Size|Thread Type|Washer Type|Wire Diameter|Fasteners Size,#12|Slotted|Plain|||Round||||1/2 Inch|18-8 Stainless Steel|Inch|IMPORT|||||||Coarse|||,,Active,,,
100000007897420,,366.7.0,F14158,,,,,,,M10 x 1.25 Coarse Copper Plated Steel Din 14441 Self Locking Hex Nut,"<p>From cap screws to hitch pins, we are a master distributor for fasteners of all types. Available in inch and metric sizes, we are your single source solution. Additionally, we offer both domestic and imported options for most fastener types.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT9B4E0774208147DD8CB3F4240FE5B6E9/native/3661.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Fasteners>Nuts>Lock Nuts,,,EA,,,,,,,Diameter|Drive Type|Finish|Flange|Grade|Head Style|Height|Industry Number|Inside Diameter|Length|Material|Measurement|Origin|Outside Diameter|Point Type|Retainer Type|Spring Type|Thickness|Thread Size|Thread Type|Washer Type|Wire Diameter|Fasteners Size,M10||Copper||||||||Steel|Metric||||||||Coarse|||,,Active,,,
100000007934292,,030.6.14,721223007|721223007|C8136|F19927,,,,,,,#6-32 x 1/4 Inch Coarse Zinc Plated Steel Slotted Drive Round Head Machine Screw,<p>These screws join metal objects together through existing tapped holes and are typically used in high-volume automotive or machinery assembly and repair because of their uniformity. They are smaller than most screws. Machine screws are identified by threading that remains the same size from the top of the screw to the bottom</p>,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT19018AC824D346B5A1D60EA69E07BB2E/native/030_12_112.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,"https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTB1DD866D4C4D4119BD5A85AF6B1AFCBB/native/030_12_112_B.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTF9181F66424E42F2B2D111268411A11B/native/030_12_112_A.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf",Fasteners>Screws>Machine Screws,,,EA,,,,,,,Diameter|Drive Type|Finish|Flange|Grade|Head Style|Height|Industry Number|Inside Diameter|Length|Material|Measurement|Origin|Outside Diameter|Point Type|Retainer Type|Spring Type|Thickness|Thread Size|Thread Type|Washer Type|Wire Diameter|Fasteners Size,#6|Slotted|Zinc|||Round||||1/4 Inch|Steel|Inch|IMPORT|||||||Coarse|||,,Active,,,
